scheme_name,min_sip,min_lumpsum,expense_ratio,fund_size_cr,fund_age_yr,fund_manager,sortino,alpha,sd,beta,sharpe,risk_level,amc_name,rating,category,sub_category,returns_1yr,returns_3yr,returns_5yr,risk_adjusted_return,expense_efficiency,return_consistency,sip_type,returns_3yr_score,returns_5yr_score,sharpe_score,alpha_score,expense_ratio_score,beta_score,return_score,alpha_beta_score,final_score,rank
Invesco India Infrastructure Fund,500,1000,1.08,445.0,10,Amit Nigam,3.6,8.67,17.74,0.61,1.59,6,Invesco Mutual Fund,5,Equity,Sectoral / Thematic Mutual Funds,8.9,33.2,14.6,5.533333333333334,32.120000000000005,18.900000000000002,Affordable SIP,0.43906020558002934,0.684981684981685,0.5552995391705069,0.5426108374384238,0.583011583011583,0.12005420054200544,0.5620209452808571,0.37358818267985644,0.5376594091013185,91.0
Invesco India Largecap Fund,100,1000,0.81,724.0,10,Amit Nigam,2.62,-0.23,16.09,0.92,1.28,6,Invesco Mutual Fund,4,Equity,Large Cap Mutual Funds,-1.8,24.0,11.1,4.0,23.19,11.1,Affordable SIP,0.3039647577092511,0.5567765567765568,0.4838709677419355,0.32339901477832517,0.6872586872586872,0.11165311653116528,0.4303706572429039,0.2387006554794612,0.4765422265821397,235.0
Invesco India Liquid Fund,500,1000,0.15,6434.0,10,Krishna Cheemalapati,4.13,1.31,0.37,0.75,0.83,2,Invesco Mutual Fund,3,Debt,Liquid Mutual Funds,5.6,4.3,5.3,2.15,4.1499999999999995,5.066666666666666,Affordable SIP,0.014684287812041119,0.3443223443223443,0.380184331797235,0.3613300492610838,0.9420849420849421,0.11626016260162597,0.17950331606719272,0.2633020945973007,0.4228547424971547,444.0
Invesco India Midcap Fund,500,1000,0.72,2618.0,10,Pranav Gokhale,3.31,-0.38,15.97,0.86,1.56,6,Invesco Mutual Fund,3,Equity,Mid Cap Mutual Funds,0.2,33.5,14.6,5.583333333333333,32.78,16.1,Affordable SIP,0.44346549192364165,0.684981684981685,0.5483870967741935,0.31970443349753697,0.722007722007722,0.11327913279132795,0.5642235884526633,0.23713431321505335,0.5514389322200925,70.0
Invesco India Money Market Fund,1000,1000,0.22,2294.0,10,Krishna Cheemalapati,1.82,3.07,0.8,1.61,1.14,2,Invesco Mutual Fund,2,Debt,Money Market Funds,5.0,5.1,5.8,2.55,4.88,5.3,High SIP,0.026431718061674006,0.3626373626373626,0.4516129032258064,0.4046798029556651,0.915057915057915,0.09295392953929538,0.1945345403495183,0.2799894535891172,0.43889929358781493,368.0
Invesco India Multicap Fund,500,1000,0.65,2347.0,10,Pranav Gokhale,2.86,2.38,16.67,0.91,1.43,6,Invesco Mutual Fund,0,Equity,Multi Cap Funds,1.4,27.0,11.0,4.5,26.35,13.133333333333333,Affordable SIP,0.3480176211453744,0.5531135531135531,0.5184331797235022,0.38768472906403945,0.7490347490347491,0.11192411924119239,0.45056558712946376,0.2773804851349006,0.5127786308254083,135.0
Invesco India Psu Equity Fund,500,1000,0.96,394.0,10,Dhimant Kothari,2.73,3.08,18.45,0.66,1.19,6,Invesco Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,16.2,26.5,12.6,4.416666666666667,25.54,18.433333333333334,Affordable SIP,0.3406754772393539,0.6117216117216118,0.46313364055299533,0.40492610837438425,0.6293436293436294,0.11869918699186988,0.4761985444804828,0.2904353398213785,0.4840073542119063,208.0
Invesco India Short Term Fund,1000,1000,0.35,350.0,10,Vikas Garg,1.31,4.41,1.93,2.19,0.76,2,Invesco Mutual Fund,2,Debt,Short Duration Funds,3.9,6.2,6.8,3.1,5.8500000000000005,5.633333333333333,High SIP,0.042584434654919234,0.3992673992673993,0.3640552995391705,0.43768472906403944,0.8648648648648649,0.07723577235772361,0.22092591696115926,0.2935051463815131,0.421423414865741,453.0
Invesco India Tax Plan – Direct Growth,500,500,0.92,1833.0,10,Amit Nigam,2.21,-2.63,16.3,0.94,1.19,6,Invesco Mutual Fund,3,Equity,Elss Mutual Funds,-5.2,22.4,10.8,3.733333333333333,21.479999999999997,9.333333333333334,Affordable SIP,0.2804698972099853,0.5457875457875458,0.46313364055299533,0.2642857142857143,0.6447876447876448,0.11111111111111116,0.41312872149876556,0.20301587301587304,0.44952750885939746,317.0
Invesco India Treasury Advantage Fund,100,1000,0.32,1230.0,10,Krishna Cheemalapati,2.9,2.95,0.93,1.27,1.34,2,Invesco Mutual Fund,2,Debt,Low Duration Funds,4.9,5.6,6.4,2.8,5.279999999999999,5.633333333333333,Affordable SIP,0.033773861967694566,0.38461538461538464,0.49769585253456217,0.40172413793103456,0.8764478764478765,0.10216802168021677,0.2091946232915396,0.2819016914307074,0.4446142426501035,351.0
Invesco India Ultra Short Term Fund,1000,1000,0.24,818.0,10,Krishna Cheemalapati,3.4,2.51,0.57,1.2,1.59,2,Invesco Mutual Fund,3,Debt,Ultra Short Duration Funds,5.4,5.1,6.0,2.55,4.859999999999999,5.5,High SIP,0.026431718061674006,0.36996336996337,0.5552995391705069,0.3908866995073892,0.9073359073359073,0.10406504065040656,0.198197544012522,0.2761580359645961,0.45859660766777643,288.0
Jm Arbitrage Fund,500,5000,0.36,60.0,10,Asit Bhandarkar,-0.31,0.56,0.72,0.55,-0.23,1,Jm Financial Mutual Fund,1,Hybrid,Arbitrage Mutual Funds,5.4,3.7,4.5,3.7,3.3400000000000003,4.533333333333334,Affordable SIP,0.00587371512481645,0.315018315018315,0.1359447004608295,0.3428571428571429,0.8610038610038611,0.121680216802168,0.16044601507156572,0.25438637243515294,0.34477626723703036,614.0
Jm Dynamic Bond Fund,1000,5000,0.63,43.0,10,Gurvinder Singh Wasan,1.64,1.34,1.61,0.65,0.95,2,Jm Financial Mutual Fund,4,Debt,Dynamic Bond,4.8,6.0,6.1,3.0,5.37,5.633333333333333,High SIP,0.039647577092511016,0.37362637362637363,0.40783410138248843,0.36206896551724144,0.7567567567567568,0.11897018970189699,0.2066369753594423,0.2648294551911036,0.39313521788812933,546.0
Jm Equity Hybrid Fund,500,5000,1.37,11.0,10,Asit Bhandarkar,3.79,5.95,17.44,1.0,1.4,6,Jm Financial Mutual Fund,4,Hybrid,Aggressive Hybrid Mutual Funds,8.0,29.5,11.2,4.916666666666667,28.13,16.233333333333334,Affordable SIP,0.3847283406754772,0.5604395604395604,0.511520737327189,0.47561576354679813,0.471042471042471,0.10948509485094848,0.4725839505575188,0.32916349606845824,0.45847286985933183,289.0
Jm Flexicap Fund,500,5000,1.62,255.0,10,Gurvinder Singh Wasan,3.67,1.75,16.28,0.9,1.4,6,Jm Financial Mutual Fund,4,Equity,Flexi Cap Funds,5.2,30.7,13.8,5.116666666666666,29.08,16.566666666666666,Affordable SIP,0.40234948604992654,0.6556776556776558,0.511520737327189,0.3721674876847291,0.37451737451737444,0.1121951219512195,0.5290135708637912,0.2681785413913253,0.4477657006489967,333.0
Jm Focused Fund,500,5000,1.58,42.0,10,Gurvinder Singh Wasan,2.5,-2.98,16.71,0.93,1.08,6,Jm Financial Mutual Fund,1,Equity,Focused Funds,3.1,19.4,8.6,3.233333333333333,17.82,10.366666666666667,Affordable SIP,0.23641703377386192,0.4652014652014652,0.4377880184331797,0.25566502463054186,0.38996138996138996,0.11138211382113816,0.35080924948766357,0.19795186030678036,0.355064430018066,609.0
Jm Large Cap Fund,500,5000,1.8,44.0,10,Gurvinder Singh Wasan,2.94,-0.69,12.03,0.67,1.2,6,Jm Financial Mutual Fund,5,Equity,Large Cap Mutual Funds,1.8,18.3,10.4,3.0500000000000003,16.5,10.166666666666666,Affordable SIP,0.22026431718061673,0.5311355311355311,0.46543778801843316,0.3120689655172414,0.30501930501930496,0.11842818428184287,0.37569992415807396,0.23461265302308199,0.3548142514752048,610.0
Jm Liquid Fund,1000,5000,0.15,1426.0,10,Shalini Tibrewala,3.82,1.22,0.36,0.68,0.86,2,Jm Financial Mutual Fund,4,Debt,Liquid Mutual Funds,5.6,4.2,5.3,2.1,4.05,5.033333333333334,High SIP,0.01321585903083701,0.3443223443223443,0.3870967741935484,0.35911330049261087,0.9420849420849421,0.11815718157181576,0.17876910167659066,0.2627308529242928,0.4238578589692254,440.0
Jm Low Duration Fund,1000,5000,0.34,151.0,10,Shalini Tibrewala,12.57,9.03,11.61,1.19,0.64,2,Jm Financial Mutual Fund,4,Debt,Low Duration Funds,5.1,11.5,5.3,5.75,11.16,7.300000000000001,High SIP,0.12041116005873714,0.3443223443223443,0.33640552995391704,0.5514778325123153,0.8687258687258688,0.10433604336043367,0.23236675219054073,0.3726211168515627,0.4333024415762013,397.0
Jm Medium To Long Duration Fund,1000,5000,0.48,19.0,10,Gurvinder Singh Wasan,0.28,0.23,3.03,1.39,0.2,3,Jm Financial Mutual Fund,2,Debt,Medium To Long Duration Funds,2.5,4.8,3.1,1.5999999999999999,4.32,3.466666666666667,High SIP,0.02202643171806168,0.26373626373626374,0.23502304147465436,0.3347290640394089,0.8146718146718147,0.09891598915989164,0.1428813477271627,0.24040383408760196,0.3438856761668899,615.0
Jm Tax Gain Fund,500,500,1.45,70.0,10,Gurvinder Singh Wasan,2.94,0.39,16.56,0.93,1.35,6,Jm Financial Mutual Fund,3,Equity,Elss Mutual Funds,0.9,26.2,12.8,4.366666666666666,24.75,13.299999999999999,Affordable SIP,0.3362701908957415,0.6190476190476191,0.5,0.3386699507389163,0.44015444015444016,0.11138211382113816,0.4776589049716803,0.24775481597180504,0.4382653944230529,373.0
Jm Value Fund,500,5000,1.87,163.0,10,Gurvinder Singh Wasan,3.94,4.56,16.13,0.89,1.53,6,Jm Financial Mutual Fund,2,Equity,Value Funds,7.7,28.9,12.4,4.816666666666666,27.029999999999998,16.333333333333332,Affordable SIP,0.3759177679882525,0.6043956043956045,0.5414746543778802,0.44137931034482764,0.277992277992278,0.11246612466124661,0.4901566861919285,0.30981403607139524,0.4203277802611262,457.0
Kotak Banking And Psu Debt Fund,1000,5000,0.37,5256.0,10,Deepak Agrawal,1.87,4.03,2.03,1.45,1.03,3,Kotak Mahindra Mutual Fund,3,Debt,Banking And Psu Mutual Funds,4.7,6.7,7.5,2.2333333333333334,6.33,6.3,High SIP,0.049926578560939794,0.42490842490842495,0.42626728110599077,0.42832512315270943,0.8571428571428572,0.09728997289972896,0.23741750173468237,0.2959110630515172,0.43889283065851303,369.0
Kotak Bluechip Fund,100,1000,0.64,5259.0,10,Harish Krishnan,3.48,1.75,15.3,0.91,1.45,6,Kotak Mahindra Mutual Fund,5,Equity,Large Cap Mutual Funds,3.3,26.8,12.6,4.466666666666667,26.16,14.233333333333334,Affordable SIP,0.3450807635829662,0.6117216117216118,0.5230414746543779,0.3721674876847291,0.752895752895753,0.11192411924119239,0.478401187652289,0.26807014030731446,0.5244032292618266,116.0
Kotak Bond – Short Term Fund,1000,5000,0.36,12203.0,10,Deepak Agrawal,1.89,4.73,1.76,2.06,1.12,3,Kotak Mahindra Mutual Fund,3,Debt,Short Duration Funds,4.4,6.5,7.2,2.1666666666666665,6.14,6.033333333333334,High SIP,0.046989720998531576,0.4139194139194139,0.44700460829493094,0.44556650246305424,0.8610038610038611,0.08075880758807585,0.23045456745897275,0.29964342451306286,0.44178022757050006,360.0
Kotak Bond Fund,1000,5000,0.63,1584.0,10,Abhishek Bisen,0.72,1.47,3.19,1.57,0.6,2,Kotak Mahindra Mutual Fund,3,Debt,Medium To Long Duration Funds,4.1,6.4,7.7,3.2,5.7700000000000005,6.066666666666666,High SIP,0.045521292217327466,0.43223443223443225,0.32718894009216587,0.3652709359605912,0.7567567567567568,0.09403794037940383,0.23887786222587987,0.25677773772811624,0.38869478275719177,557.0
Kotak Corporate Bond Fund,1000,5000,0.32,8880.0,10,Deepak Agrawal,2.25,1.73,1.54,0.59,1.23,2,Kotak Mahindra Mutual Fund,3,Debt,Corporate Bond Mutual Funds,4.5,6.4,7.1,3.2,6.08,6.0,High SIP,0.045521292217327466,0.41025641025641024,0.47235023041474655,0.37167487684729067,0.8764478764478765,0.12059620596205967,0.22788885123686886,0.2712434084931983,0.4454240669636457,344.0
Kotak Credit Risk Fund,1000,5000,0.74,1204.0,10,Deepak Agrawal,0.42,0.82,2.92,-0.4,0.47,5,Kotak Mahindra Mutual Fund,2,Debt,Credit Risk Funds,1.6,5.9,6.4,1.1800000000000002,5.16,4.633333333333334,High SIP,0.03817914831130691,0.38461538461538464,0.29723502304147464,0.3492610837438424,0.7142857142857143,0.1474254742547425,0.21139726646334578,0.2685268399482024,0.3628563657572922,601.0
Kotak Debt Hybrid Fund,1000,5000,0.44,1650.0,10,Devender Singhal,3.44,4.79,4.73,0.7,2.06,4,Kotak Mahindra Mutual Fund,5,Hybrid,Conservative Hybrid Mutual Funds,6.1,14.3,10.0,3.575,13.860000000000001,10.133333333333333,High SIP,0.16152716593245225,0.5164835164835165,0.663594470046083,0.4470443349753695,0.8301158301158301,0.11761517615176154,0.3390053412079844,0.3152726714459263,0.5231408887382568,120.0
Kotak Dynamic Bond Fund,1000,5000,0.4,1992.0,10,Deepak Agrawal,1.0,1.66,2.95,1.32,0.69,3,Kotak Mahindra Mutual Fund,4,Debt,Dynamic Bond,3.9,6.6,7.8,2.1999999999999997,6.199999999999999,6.1000000000000005,High SIP,0.04845814977973567,0.4358974358974359,0.347926267281106,0.3699507389162562,0.8455598455598455,0.10081300813008132,0.2421777928385858,0.2622956466017862,0.41719067897188483,472.0
Kotak Emerging Equity Fund,100,100,0.49,23962.0,10,Pankaj Tibrewal,3.73,3.18,16.42,0.9,1.82,6,Kotak Mahindra Mutual Fund,4,Equity,Mid Cap Mutual Funds,6.6,34.0,15.2,5.666666666666667,33.51,18.599999999999998,Affordable SIP,0.4508076358296622,0.706959706959707,0.6082949308755761,0.4073891625615764,0.8108108108108107,0.1121951219512195,0.5788836713946846,0.28931154631743367,0.5993118893833068,26.0
Kotak Equity Arbitrage Fund,1000,5000,0.43,21917.0,10,Hiten Shah,1.46,1.66,0.75,0.54,1.26,1,Kotak Mahindra Mutual Fund,4,Hybrid,Arbitrage Mutual Funds,5.8,4.9,5.6,4.9,4.470000000000001,5.433333333333333,High SIP,0.023494860499265788,0.35531135531135527,0.47926267281105994,0.3699507389162562,0.833976833976834,0.12195121951219512,0.18940310790531054,0.2707509311546318,0.4207206258917395,455.0
Kotak Equity Hybrid Fund,1000,5000,0.58,3269.0,8,Pankaj Tibrewal,3.89,7.32,11.76,0.79,1.86,6,Kotak Mahindra Mutual Fund,0,Hybrid,Aggressive Hybrid Mutual Funds,5.0,26.9,12.8,4.483333333333333,26.32,14.9,High SIP,0.34654919236417026,0.6190476190476191,0.6175115207373272,0.5093596059113301,0.7760617760617761,0.11517615176151763,0.48279840570589466,0.3516862242514051,0.5633900440829781,51.0
Kotak Equity Opportunities – Direct Growth,500,500,0.6,11608.0,10,Harsha Upadhyaya,3.43,4.72,14.62,0.84,1.64,6,Kotak Mahindra Mutual Fund,4,Equity,Large & Mid Cap Funds,6.2,28.8,13.9,4.8,28.2,16.3,Affordable SIP,0.3744493392070484,0.6593406593406594,0.5668202764976958,0.445320197044335,0.7683397683397684,0.11382113821138207,0.516894999273854,0.31272057351115384,0.5591150831206959,54.0
Kotak Equity Savings Fund,1000,5000,1.02,2097.0,8,Devender Singhal,4.22,4.5,5.64,0.79,1.8,4,Kotak Mahindra Mutual Fund,4,Hybrid,Equity Savings Mutual Funds,6.6,14.4,9.2,3.6,13.38,10.066666666666666,High SIP,0.16299559471365638,0.4871794871794871,0.6036866359447005,0.4399014778325124,0.6061776061776062,0.11517615176151763,0.3250875409465718,0.3100113474041145,0.4488184472225875,323.0
Kotak Flexi Cap Fund,500,5000,0.68,35775.0,10,Harsha Upadhyaya,2.7,0.11,15.22,0.88,1.37,6,Kotak Mahindra Mutual Fund,3,Equity,Flexi Cap Funds,3.8,25.0,11.7,4.166666666666667,24.32,13.5,Affordable SIP,0.3186490455212922,0.5787545787545787,0.5046082949308756,0.33177339901477837,0.7374517374517374,0.11273712737127373,0.4487018121379355,0.2441588903573765,0.5013891517578901,154.0
Kotak Gilt – Invest Plan – Direct Growth,1000,5000,0.41,1699.0,10,Abhishek Bisen,0.81,1.3,3.24,0.7,0.64,2,Kotak Mahindra Mutual Fund,4,Debt,Gilt Mutual Funds,5.2,6.3,8.4,3.15,5.89,6.633333333333333,High SIP,0.04405286343612334,0.4578754578754579,0.33640552995391704,0.3610837438423646,0.8416988416988417,0.11761517615176154,0.25096416065579064,0.2636963167661234,0.41764592819272855,469.0
Kotak Gilt Invest – Pf & Trust Plan – Direct Growth,1000,5000,0.41,1699.0,10,Abhishek Bisen,0.81,1.3,3.23,0.7,0.64,2,Kotak Mahindra Mutual Fund,4,Debt,Gilt Mutual Funds,5.2,6.3,8.4,3.15,5.89,6.633333333333333,High SIP,0.04405286343612334,0.4578754578754579,0.33640552995391704,0.3610837438423646,0.8416988416988417,0.11761517615176154,0.25096416065579064,0.2636963167661234,0.41764592819272855,469.0
Kotak Gold Fund,1000,5000,0.18,1406.0,10,Abhishek Bisen,1.08,-0.32,13.51,0.97,0.48,5,Kotak Mahindra Mutual Fund,3,Other,Fofs Domestic,14.2,12.2,13.7,2.44,12.02,13.366666666666665,High SIP,0.13069016152716592,0.652014652014652,0.2995391705069124,0.3211822660098522,0.9305019305019305,0.11029810298102982,0.391352406770909,0.23682860079832324,0.48459856955497727,205.0
Kotak India Eq Contra Fund,1000,5000,0.81,1440.0,10,Shibani Kurian,3.35,4.24,15.95,0.92,1.57,6,Kotak Mahindra Mutual Fund,4,Equity,Contra Funds,7.3,29.7,14.2,4.95,28.89,17.066666666666666,High SIP,0.3876651982378854,0.6703296703296704,0.5506912442396313,0.43349753694581283,0.6872586872586872,0.11165311653116528,0.5289974342837779,0.3047597687799538,0.5392658596931024,86.0
Kotak India Growth Fund,0,5000,0.34,90.0,5,Devender Singhal,3.71,7.67,17.23,0.95,1.75,6,Kotak Mahindra Mutual Fund,0,Equity,Multi Cap Funds,4.8,35.5,15.6,5.916666666666667,35.16,18.633333333333333,Affordable SIP,0.4728340675477239,0.7216117216117216,0.5921658986175115,0.5179802955665025,0.8687258687258688,0.11084010840108405,0.5972228945797228,0.3551242207003351,0.6277724378419088,16.0
Kotak Infrastructure & Ecoc. Reform-Sp-Dirgrowth,1000,5000,1.0,727.0,10,Harish Krishnan,4.55,14.15,16.65,0.6,2.0,6,Kotak Mahindra Mutual Fund,4,Equity,Sectoral / Thematic Mutual Funds,23.2,39.7,13.9,6.616666666666667,38.7,25.600000000000005,High SIP,0.5345080763582966,0.6593406593406594,0.6497695852534562,0.6775862068965519,0.6138996138996139,0.12032520325203255,0.596924367849478,0.45468180543874415,0.5904008384811976,31.0
Kotak Liquid Fund,1000,100,0.15,33220.0,10,Deepak Agrawal,3.68,1.33,0.38,0.76,0.85,3,Kotak Mahindra Mutual Fund,2,Debt,Liquid Mutual Funds,5.6,4.3,5.3,1.4333333333333333,4.1499999999999995,5.066666666666666,High SIP,0.014684287812041119,0.3443223443223443,0.38479262672811054,0.3618226600985222,0.9420849420849421,0.11598915989159897,0.17950331606719272,0.2634892600157529,0.42380447629609763,441.0
Kotak Low Duration Fund,1000,5000,0.43,7420.0,10,Deepak Agrawal,2.67,2.9,1.3,0.78,1.43,3,Kotak Mahindra Mutual Fund,3,Debt,Low Duration Funds,5.4,6.2,6.9,2.066666666666667,5.7700000000000005,6.166666666666667,High SIP,0.042584434654919234,0.40293040293040294,0.5184331797235022,0.4004926108374385,0.833976833976834,0.11544715447154474,0.2227574187926611,0.286474428291081,0.44425497619963555,353.0
Kotak Medium Term Fund,1000,5000,0.58,1934.0,9,Deepak Agrawal,0.71,2.04,3.41,0.79,0.66,3,Kotak Mahindra Mutual Fund,4,Debt,Medium Duration Funds,4.0,7.0,6.6,2.3333333333333335,6.42,5.866666666666667,High SIP,0.05433186490455212,0.39194139194139194,0.3410138248847926,0.37931034482758624,0.7760617760617761,0.11517615176151763,0.22313662842297202,0.2736566676011588,0.39252136050176517,547.0
Kotak Money Market Fund,0,5000,0.26,14248.0,10,Deepak Agrawal,4.43,2.59,0.51,1.2,1.92,3,Kotak Mahindra Mutual Fund,3,Debt,Money Market Funds,5.6,5.1,6.1,1.7,4.84,5.599999999999999,Affordable SIP,0.026431718061674006,0.37362637362637363,0.6313364055299538,0.3928571428571429,0.8996138996138996,0.10406504065040656,0.2000290458440238,0.27734030197444837,0.4727834196432425,248.0
Kotak Multi Asset Allocator Fof – Dynamic – Direct Growth,1000,5000,0.13,783.0,10,Devender Singhal,4.33,8.04,10.99,0.7,1.91,5,Kotak Mahindra Mutual Fund,0,Other,Fofs Domestic,11.2,25.0,15.3,5.0,24.87,17.166666666666668,High SIP,0.3186490455212922,0.7106227106227107,0.6290322580645161,0.5270935960591133,0.9498069498069498,0.11761517615176154,0.5146358780720014,0.36330222809617263,0.6236078745078671,17.0
Kotak Savings Fund,1000,5000,0.37,12325.0,10,Deepak Agrawal,4.14,2.57,0.58,1.12,1.85,3,Kotak Mahindra Mutual Fund,3,Debt,Ultra Short Duration Funds,5.5,5.2,6.2,1.7333333333333334,4.83,5.633333333333333,High SIP,0.02790014684287813,0.3772893772893773,0.6152073732718895,0.39236453201970445,0.8571428571428572,0.10623306233062335,0.2025947620661277,0.277911944144072,0.4600518853881541,284.0
Kotak Small Cap Fund,500,500,0.59,8617.0,10,Pankaj Tibrewal,4.06,8.99,18.26,0.81,1.98,6,Kotak Mahindra Mutual Fund,4,Equity,Small Cap Mutual Funds,-0.7,43.1,17.0,7.183333333333334,42.51,19.8,Affordable SIP,0.5844346549192363,0.7728937728937729,0.6451612903225806,0.5504926108374385,0.7722007722007722,0.1146341463414634,0.6786642139065047,0.37614922503904846,0.6499705204331683,11.0
Kotak Tax Saver Fund,500,500,0.69,3167.0,10,Harsha Upadhyaya,3.36,4.69,14.44,0.83,1.68,6,Kotak Mahindra Mutual Fund,4,Equity,Elss Mutual Funds,5.0,28.9,14.4,4.816666666666666,28.209999999999997,16.099999999999998,Affordable SIP,0.3759177679882525,0.6776556776556777,0.576036866359447,0.4445812807881774,0.7335907335907337,0.11409214092140918,0.5267867228219651,0.3123856248414701,0.5561775895245794,60.0
L&T Focused Equity Fund,500,5000,1.09,946.0,4,Venugopal Manghat,2.925,2.0,12.52,0.865,1.3,6,L&T Mutual Fund,3,Equity,Focused Funds,-0.7,33.7,11.3,5.616666666666667,32.61,14.766666666666666,Affordable SIP,0.4464023494860499,0.5641025641025641,0.48847926267281105,0.3783251231527094,0.5791505791505791,0.11314363143631434,0.505252456794307,0.2722525264661514,0.4854223590098525,204.0
L&T India Large Cap Fund,500,5000,1.49,757.0,10,Venugopal Manghat,2.6,-2.34,16.62,0.97,1.18,6,L&T Mutual Fund,2,Equity,Large Cap Mutual Funds,0.8,33.0,12.1,5.5,31.51,15.299999999999999,Affordable SIP,0.4361233480176211,0.5934065934065934,0.4608294930875576,0.27142857142857146,0.42471042471042475,0.11029810298102982,0.5147649707121073,0.2069763840495548,0.43529595068739385,386.0
Lic Mf Banking & Fina Serv Fund,1000,5000,1.54,121.0,8,Jaiprakash Toshniwal,2.19,0.9,22.14,0.85,0.97,6,Lic Mutual Fund,2,Equity,Sectoral / Thematic Mutual Funds,13.9,22.7,8.5,3.783333333333333,21.16,15.033333333333333,High SIP,0.2848751835535976,0.46153846153846156,0.41244239631336405,0.3512315270935961,0.4054054054054054,0.11355013550135507,0.37320682254602955,0.2561589704566997,0.371546405200941,589.0
Lic Mf Banking & Psu Debt Fund,1000,5000,0.28,1190.0,10,Marzban Irani,1.49,3.94,1.53,2.05,0.78,2,Lic Mutual Fund,3,Debt,Banking And Psu Mutual Funds,4.2,5.7,6.8,2.85,5.42,5.566666666666666,High SIP,0.035242290748898675,0.3992673992673993,0.36866359447004604,0.4261083743842365,0.8918918918918919,0.08102981029810297,0.21725484500814898,0.28807694874978307,0.42681917218270926,431.0
Lic Mf Bond Fund,1000,5000,0.21,111.0,10,Marzban Irani,0.32,0.23,2.6,1.24,0.22,3,Lic Mutual Fund,2,Debt,Medium To Long Duration Funds,4.4,4.7,6.2,1.5666666666666667,4.49,5.1000000000000005,High SIP,0.02055800293685757,0.3772893772893773,0.23963133640552994,0.3347290640394089,0.9189189189189189,0.10298102981029811,0.19892369011311742,0.24202985034776456,0.3935299506082474,545.0
Lic Mf Children’S Gift Fund,1000,5000,1.86,12.0,10,Karan Desai,2.54,-3.65,13.05,0.9,0.99,6,Lic Mutual Fund,1,Solution Oriented,Childrens Funds,-1.9,17.1,7.6,2.85,15.240000000000002,7.6000000000000005,High SIP,0.20264317180616742,0.4285714285714286,0.41705069124423966,0.23916256157635468,0.28185328185328185,0.1121951219512195,0.315607300188798,0.1883755857263006,0.3083727166466327,636.0
Lic Mf Debt Hybrid Fund,1000,5000,1.34,61.0,10,Karan Desai,2.11,-0.54,4.14,0.61,0.92,4,Lic Mutual Fund,3,Hybrid,Conservative Hybrid Mutual Funds,2.5,8.1,6.7,2.025,6.76,5.766666666666667,High SIP,0.07048458149779735,0.39560439560439564,0.4009216589861751,0.3157635467980296,0.48262548262548255,0.12005420054200544,0.2330444885510965,0.23747980829561993,0.3296804691183872,629.0
Lic Mf Equity Hybrid Fund,1000,5000,1.43,378.0,10,Karan Desai,2.26,-2.85,11.49,0.77,0.99,6,Lic Mutual Fund,1,Hybrid,Aggressive Hybrid Mutual Funds,-0.5,15.1,8.3,2.5166666666666666,13.67,7.633333333333333,High SIP,0.17327459618208516,0.45421245421245426,0.41705069124423966,0.25886699507389166,0.44787644787644787,0.11571815718157186,0.3137435251972697,0.20160745991696374,0.35111777928441235,611.0
Lic Mf Flexi Cap Fund,1000,5000,1.74,383.0,10,Amit Nadekar,2.15,-4.31,14.27,0.8,1.02,6,Lic Mutual Fund,2,Equity,Flexi Cap Funds,-0.9,18.3,8.8,3.0500000000000003,16.560000000000002,8.733333333333334,High SIP,0.22026431718061673,0.4725274725274725,0.423963133640553,0.22290640394088673,0.3281853281853282,0.11490514905149052,0.34639589485404465,0.17970590198512826,0.3323532020138298,628.0
Lic Mf G-Sec Fund,1000,10000,0.76,46.0,10,Marzban Irani,0.51,0.27,2.23,0.45,0.35,2,Lic Mutual Fund,3,Debt,Gilt Mutual Funds,3.3,4.9,7.7,2.45,4.140000000000001,5.3,High SIP,0.023494860499265788,0.43223443223443225,0.2695852534562212,0.33571428571428574,0.7065637065637065,0.12439024390243902,0.22786464636684903,0.25118466898954706,0.35938153622734254,606.0
Lic Mf Infrastructure Fund,1000,5000,1.47,90.0,10,Yogesh Patil,3.89,7.11,16.12,0.57,1.56,6,Lic Mutual Fund,3,Equity,Sectoral / Thematic Mutual Funds,6.7,29.8,11.2,4.966666666666667,28.330000000000002,15.9,High SIP,0.38913362701908955,0.5604395604395604,0.5483870967741935,0.5041871921182267,0.43243243243243246,0.12113821138211378,0.47478659372932497,0.35096759982378156,0.46034530492824405,283.0
Lic Mf Large & Mid Cap Fund,1000,5000,0.84,1888.0,8,Yogesh Patil,2.59,0.78,14.89,0.84,1.34,6,Lic Mutual Fund,3,Equity,Large & Mid Cap Funds,-4.3,22.8,10.9,3.8000000000000003,21.96,9.799999999999999,High SIP,0.2863436123348017,0.5494505494505495,0.49769585253456217,0.34827586206896555,0.6756756756756757,0.11382113821138207,0.41789708089267563,0.25449397252593214,0.4737910176617914,246.0
Lic Mf Large Cap Fund,1000,5000,1.39,648.0,10,Yogesh Patil,2.37,-3.35,15.42,0.88,1.08,6,Lic Mutual Fund,2,Equity,Large Cap Mutual Funds,-3.2,19.7,10.9,3.283333333333333,18.31,9.133333333333333,High SIP,0.2408223201174743,0.5494505494505495,0.4377880184331797,0.24655172413793103,0.4633204633204634,0.11273712737127373,0.3951364347840119,0.19302588543126808,0.39039617624504674,553.0
